HGNC_Symbol,log2R_CNA,Z_Score
HTR4,-0.052488192,-1.0353
CRHBP,-0.052488192,-0.9798
HTR6,0.0684482,-1.0115
HTR7,0.025256718,0.0226
LURAP1L,-0.230048628,-0.5400
BBX,0.076038672,0.5931
WDR83OS,0.264925963,2.1819
GSTK1,0.09485997,1.6153
DHDH,-0.067869621,-0.8174
INSYN1,-0.020317417,-1.0353
BCR,0.112156552,0.1652
ORAI3,-0.05320073,0.1177
AGTR1,-0.218429773,-0.7500
ORAI2,0.154130669,0.1018
VOPP1,0.040096894,0.6446
ORAI1,0.155767971,0.9140
AGTR2,-0.056890455,-1.0353
HOATZ,-0.004020557,-1.0353
COL13A1,0.025256718,-0.5717
SHMT2,-0.048462217,1.8570
SHMT1,-0.191664594,0.8784
B3GLCT,-0.039478579,-0.2033
RDH12,-0.049860802,-0.9402
RDH11,-0.049860802,1.3499
RDH10,0.028151422,-0.2033
RDH16,-0.048462217,-1.0234
RDH14,-0.06614803,0.2801
RDH13,0.27627961,0.8784
GTF2IRD2B,0.154130669,0.5020
GSTM4,0.327609138,1.3776
GSTM3,0.327609138,1.7896
GSTM1,0.327609138,-0.8253
NEBL,0.025256718,-1.0353
DHFR,-0.052488192,1.1201
DELEC1,-0.058287836,NA
PKIB,0.087760178,-0.8847
STRC,-0.19657048,-0.9759
PKIA,0.028151422,-1.0076
L1TD1,0.066679649,-1.0353
STRN,0.03816669,0.2484
PKIG,0.099305581,0.7080
GSTM5,0.327609138,-1.0353
KCNC1,-0.034997747,-0.9402
KCNC2,-0.048462217,-1.0353
KCNC3,-0.067869621,-1.0234
KCNC4,0.327609138,0.1929
BBC3,-0.067869621,-0.4014
NPAP1,-0.029225497,-1.0353
GLT1D1,0.155767971,-1.0353
NEFL,0.028151422,1.5044
NEFM,0.028151422,1.1874
NEFH,0.112156552,1.0765
STUM,-0.050985149,-1.0353
MYBPC3,-0.147893328,-1.0353
MYBPC1,-0.048462217,-1.0234
KCND1,-0.056890455,-0.8610
MYBPC2,-0.067869621,-1.0313
KCND2,0.154130669,-1.0353
GSTO2,0.025256718,-0.8610
KCND3,0.327609138,-1.0313
GSTO1,0.025256718,2.5939
BGN,-0.056890455,-0.8689
TMEFF1,-0.058287836,-0.8610
TMEFF2,0.03816669,-1.0194
PKN3,-0.058287836,0.3356
KCNA1,0.061891466,-1.0353
GSTP1,-0.004020557,2.7009
