HGNC_Symbol,log2R_CNA,Z_Score
HTR4,-0.011196209,-1.1157
CRHBP,-0.135654652,-0.9424
HTR6,0.020026321,-0.7191
HTR7,-0.169765565,-0.5073
LURAP1L,-0.160997163,-0.7114
BBX,-0.039822355,0.5594
WDR83OS,0.007768079,1.7184
GSTK1,0.170548544,1.6992
DHDH,0.005383018,-1.0579
INSYN1,0.109758547,-0.5073
BCR,0.028548782,0.3822
ORAI3,-0.080203121,0.2012
ORAI2,0.030599097,0.6248
AGTR1,0.013145679,-1.1157
ORAI1,0.141485603,1.0060
VOPP1,-0.048253001,0.8674
HOATZ,0.038968634,-1.1157
AGTR2,0.055244724,-1.1157
COL13A1,-0.195081887,-0.6498
SHMT2,0.14893459,1.7338
SHMT1,0.101273113,1.1832
B3GLCT,-0.042323011,0.2937
RDH12,-0.173870109,-0.6112
RDH11,0.026753138,1.5028
RDH10,-0.117391162,-0.3533
RDH16,0.14893459,-0.9463
RDH14,-0.0412676,0.5016
RDH13,0.024551404,0.7018
GTF2IRD2B,0.140234221,0.4939
GSTM4,0.010358141,1.2294
GSTM3,-0.025026731,1.6337
GSTM1,0.010358141,0.8328
NEBL,-0.183300175,-0.6806
DHFR,-0.135654652,0.9560
PKIB,-0.269470011,-0.9578
DELEC1,-0.190550482,NA
STRC,-0.033331245,-1.0040
PKIA,-0.086772197,-1.0772
STRN,-0.183913373,0.0896
L1TD1,-0.028962397,-1.1157
PKIG,0.314025762,0.9444
GSTM5,-0.025026731,-1.1157
KCNC1,-0.053652576,-0.7576
KCNC2,-0.013554779,-1.1157
KCNC3,0.024551404,-0.8269
KCNC4,-0.025026731,-0.1492
BBC3,0.024551404,0.2398
NPAP1,-0.033331245,-1.1157
GLT1D1,0.119039603,-1.1157
NEFL,0.000716752,-0.9655
NEFM,0.040770298,-1.1157
NEFH,0.028548782,-1.0926
STUM,-0.01934479,-1.0926
MYBPC3,0.024073068,-1.1157
MYBPC1,0.094499035,-1.1003
KCND1,0.059441383,-0.9232
MYBPC2,0.024551404,-1.1157
