HGNC_Symbol,log2R_CNA,Z_Score
HTR4,0.1300281,-1.0606
CRHBP,0.1300281,-0.7415
HTR6,-0.040976805,-1.0030
HTR7,-0.04535649,0.0890
LURAP1L,-0.046814078,-0.3416
BBX,0.127504867,0.9310
WDR83OS,-0.032534118,1.8345
GSTK1,0.267413675,1.8307
DHDH,-0.032534118,-0.8569
INSYN1,-0.039528851,-1.0183
BCR,-0.210581018,0.0928
ORAI3,-0.039733852,0.1390
AGTR1,0.127504867,-1.0606
ORAI2,0.255317387,0.3081
VOPP1,-0.039616752,0.6273
ORAI1,-0.038598969,0.7811
AGTR2,-0.195920556,-1.0606
HOATZ,-0.002096975,-1.0606
COL13A1,-0.04535649,-0.2148
SHMT2,-0.038598969,2.0691
SHMT1,-0.038412933,0.7964
B3GLCT,-0.05656745,0.1851
RDH12,-0.045578049,-0.8838
RDH11,-0.045578049,1.3885
RDH10,0.242132875,0.2235
RDH16,-0.038598969,-1.0491
RDH14,0.062232533,0.7388
RDH13,-0.032534118,0.4619
GTF2IRD2B,0.255317387,0.7464
GSTM4,-0.042161358,1.0771
GSTM3,-0.042161358,-0.2994
GSTM1,-0.042161358,-1.0222
NEBL,-0.04535649,-1.0453
DHFR,0.1300281,1.1232
PKIB,-0.312215066,-1.0299
DELEC1,-0.043421771,NA
STRC,-0.039528851,-0.7223
PKIA,0.242132875,-0.8761
L1TD1,-0.042161358,-1.0606
STRN,0.062232533,0.4043
PKIG,0.142199646,1.1156
GSTM5,-0.042161358,-1.0606
KCNC1,-0.002096975,-0.8991
KCNC2,-0.038598969,-1.0606
KCNC3,-0.032534118,0.0467
KCNC4,-0.042161358,-0.1379
BBC3,-0.032534118,0.3389
NPAP1,-0.039528851,-1.0606
GLT1D1,-0.038598969,-1.0606
NEFL,-0.025875334,-0.3186
NEFM,-0.025875334,-1.0491
NEFH,-0.176222658,-1.0453
STUM,0.138906679,-1.0337
MYBPC3,-0.002096975,-1.0606
MYBPC1,-0.038598969,-0.9991
KCND1,0.101431455,-0.4185
MYBPC2,-0.032534118,-0.8107
KCND2,0.217469186,-1.0606
GSTO2,-0.04535649,-0.6723
GSTO1,-0.04535649,2.2459
KCND3,-0.042161358,-1.0568
BGN,-0.195920556,-1.0337
TMEFF1,-0.043421771,-0.9684
TMEFF2,0.062232533,-0.8223
PKN3,-0.043421771,0.0005
SYNPO2,-0.049246099,-0.8645
GSTP1,-0.002096975,2.4266
KCNA1,-0.038598969,-1.0606
KCNA2,-0.042161358,-1.0376
PTAFR,-0.042161358,-0.9876
KCNA3,-0.042161358,-1.0606
ADAM22,0.255317387,-0.1340
ADAM21,-0.045578049,-0.8953
KCNA4,-0.002096975,-1.0606
ADAM20,-0.045578049,-1.0453
KCNA5,-0.038598969,-1.0606
SDAD1,-0.049246099,0.8233
KCNA7,-0.032534118,-1.0491
ADAM29,-0.049246099,-1.0606
ADAM28,-0.025875334,-1.0337
ADAM23,0.062232533,1.2886
STX6,0.138906679,0.4735
STX5,-0.002096975,0.4773
STX4,-0.039733852,0.9195
STX3,-0.002096975,1.3193
STX2,-0.038598969,0.4504
BID,0.186997425,1.1079
SPDEF,0.156807729,-1.0453
MBD3,-0.032534118,1.0886
MBD4,0.127504867,0.7464
MBD5,0.062232533,-0.0148
MBD6,-0.038598969,0.7311
PKLR,0.138906679,-1.0337
KCNB1,0.142199646,-1.0453
BIK,0.14199314,-0.3147
MBD1,-0.041314561,1.0002
KCNB2,0.242132875,-1.0606
MBD2,-0.041314561,0.6734
ADAM33,0.142199646,-1.0606
ADAM32,0.242132875,-1.0376
KIAA2013,-0.040976805,0.8503
ADAM30,0.138906679,-1.0606
MITD1,0.062232533,0.8541
PKN2,-0.042161358,0.3350
PKN1,-0.032534118,1.2424
KCNG1,0.142199646,0.0005
KCNG2,-0.041314561,-0.8261
KCNG3,0.062232533,-0.4724
KCNG4,-0.039733852,-0.9645
RASL11B,-0.049246099,-1.0299
FBXO27,-0.032534118,-1.0491
RASL11A,-0.05656745,-0.4647
FBXO28,0.138906679,0.6657
GOLIM4,0.127504867,1.1771
FBXO25,-0.025875334,0.2082
FBXO24,0.255317387,-0.8991
FBXO21,-0.038598969,0.5619
FBXO22,-0.039528851,1.0310
FADS3,-0.002096975,0.9041
FADS2,-0.002096975,0.0736
PTAR1,-0.043421771,0.3889
POFUT2,-0.048233735,0.6426
MYBPHL,-0.042161358,-0.9722
FNTA,0.242132875,1.4155
POFUT1,0.142199646,1.0194
FADS6,0.136196506,-1.0606
FNTB,-0.045578049,1.2040
TNFRSF8,-0.040976805,-1.0568
NEK1,-0.049246099,-0.1840
NEK2,0.138906679,0.6849
NEK3,-0.05656745,-0.0302
POTEA,0.242132875,NA
TNFRSF4,-0.040976805,-1.0337
FADS1,-0.002096975,1.0079
KCNH1,0.138906679,-0.2032
PIAS4,-0.032534118,0.4389
KCNH2,0.267413675,-1.0183
KCNH3,-0.038598969,-1.0453
PIAS3,0.138906679,0.8426
KCNH4,-0.038412933,-0.7069
KCNH5,-0.045578049,-1.0606
DGAT2,-0.002096975,-1.0376
KCNH6,0.136196506,-1.0606
DGAT1,0.242132875,0.9579
KCNH7,0.062232533,-1.0568
KCNH8,-0.021596795,-0.9684
STX8,-0.038412933,0.9541
FBXO16,-0.025875334,-0.1225
FBXO17,-0.032534118,0.7734
STX7,-0.312215066,0.9195
FBXO15,-0.041314561,-0.6146
FBXO10,-0.043421771,-0.1879
FBXO11,0.062232533,0.9079
PIAS2,-0.041314561,0.3427
PIAS1,-0.039528851,0.3427
