HGNC_Symbol,log2R_CNA,Z_Score
HTR4,0.065498106,-0.0752
CRHBP,0.065498106,-0.0751
HTR6,-0.032817989,-0.0747
HTR7,-0.205476753,-0.0724
LURAP1L,-0.186309572,-0.0625
BBX,-0.102933294,0.0067
WDR83OS,-0.033083498,0.1864
GSTK1,0.095829588,0.3866
DHDH,-0.015653259,-0.0737
INSYN1,0.079912025,-0.0629
BCR,0.106222046,-0.0301
ORAI3,-0.04317613,0.0086
ORAI2,0.095829588,0.0005
AGTR1,-0.187202426,-0.0744
VOPP1,0.095829588,-0.0194
ORAI1,-0.046880304,0.0315
HOATZ,0.040327182,-0.0752
AGTR2,-0.146176253,-0.0752
COL13A1,-0.205476753,-0.0745
SHMT2,0.426424642,1.5295
SHMT1,0.079434591,0.1846
B3GLCT,-0.088127133,-0.0503
RDH12,-0.213150911,-0.0743
RDH11,-0.213150911,0.0538
RDH10,-0.028534031,-0.0580
RDH16,0.642495243,-0.0730
RDH14,0.01583177,-0.0017
RDH13,-0.015653259,-0.0342
GTF2IRD2B,0.095829588,0.0357
GSTM4,-0.032817989,-0.0018
GSTM3,-0.032817989,-0.0689
GSTM1,-0.032817989,-0.0746
NEBL,-0.047681044,-0.0748
DHFR,0.065498106,0.1689
DELEC1,0.078727773,-0.0746
PKIB,-0.190782275,-0.0746
STRC,0.079912025,-0.0723
PKIA,-0.028534031,-0.0752
STRN,0.01583177,-0.0419
L1TD1,-0.032817989,-0.0752
PKIG,0.338358016,0.0832
GSTM5,-0.032817989,-0.0752
KCNC1,0.040327182,-0.0731
KCNC2,-0.233108899,-0.0752
KCNC3,-0.015653259,-0.0736
KCNC4,-0.032817989,-0.0625
BBC3,-0.015653259,-0.0148
NPAP1,0.079912025,-0.0752
GLT1D1,-0.046880304,-0.0751
NEFL,-0.028534031,-0.0749
NEFM,-0.028534031,-0.0752
NEFH,0.106222046,-0.0750
STUM,0.061687368,-0.0749
MYBPC3,0.040327182,-0.0752
MYBPC1,-0.041705599,-0.0752
KCND1,0.147855097,-0.0737
MYBPC2,-0.015653259,-0.0743
KCND2,0.095829588,-0.0752
GSTO2,-0.205476753,-0.0741
KCND3,-0.032817989,-0.0750
GSTO1,-0.205476753,0.8747
BGN,-0.146176253,-0.0752
TMEFF1,0.078727773,-0.0627
TMEFF2,0.01583177,-0.0752
PKN3,0.078727773,-0.0732
GSTP1,0.040327182,2.0664
SYNPO2,-0.225432634,-0.0751
KCNA1,-0.021002863,-0.0752
PTAFR,-0.032817989,-0.0747
KCNA2,-0.032817989,-0.0711
KCNA3,-0.032817989,-0.0752
ADAM22,0.095829588,-0.0607
ADAM21,-0.213150911,-0.0749
KCNA4,0.040327182,-0.0752
KCNA5,-0.021002863,-0.0751
ADAM20,-0.213150911,-0.0751
KCNA7,-0.015653259,-0.0752
SDAD1,-0.225432634,-0.0142
ADAM29,-0.225432634,-0.0752
ADAM28,-0.028534031,-0.0750
ADAM23,0.026481609,-0.0193
STX6,0.061687368,-0.0339
STX5,0.040327182,0.0294
STX4,-0.04317613,-0.0001
STX3,0.040327182,0.1916
BID,0.106222046,-0.0129
STX2,-0.046880304,-0.0124
SPDEF,-0.022601934,-0.0751
MBD3,-0.033083498,0.0588
MBD4,-0.187202426,-0.0453
MBD5,0.01583177,-0.0397
MBD6,0.426424642,0.1298
PKLR,-0.032817989,-0.0665
BIK,0.106222046,-0.0724
KCNB1,0.338358016,-0.0723
KCNB2,-0.028534031,-0.0752
MBD1,-0.102483555,0.0070
MBD2,-0.51117151,-0.0366
ADAM33,-0.258525162,-0.0752
ADAM32,-0.028534031,-0.0750
ADAM30,-0.032817989,-0.0752
KIAA2013,-0.032817989,0.0018
MITD1,0.01583177,0.0035
PKN2,-0.032817989,-0.0053
PKN1,-0.033083498,-0.0104
KCNG1,0.338358016,-0.0004
KCNG2,-0.51117151,-0.0750
KCNG3,0.01583177,-0.0684
KCNG4,-0.04317613,-0.0752
RASL11B,-0.211169833,-0.0747
FBXO27,-0.015653259,-0.0748
FBXO28,0.061687368,-0.0059
RASL11A,-0.088127133,-0.0710
FBXO25,-0.028534031,-0.0419
GOLIM4,-0.187202426,-0.0217
FBXO24,0.095829588,-0.0736
FBXO21,0.130213535,0.0120
FBXO22,0.079912025,0.0609
FADS3,0.040327182,-0.0284
FADS2,0.040327182,-0.0564
PTAR1,0.078727773,0.0558
POFUT2,0.051552591,0.0055
MYBPHL,-0.032817989,-0.0749
FNTA,-0.028534031,0.0471
FADS6,0.080840401,-0.0752
POFUT1,0.338358016,0.0872
FNTB,-0.213150911,-0.0432
NEK1,-0.225432634,-0.0620
TNFRSF8,-0.032817989,-0.0751
NEK2,0.061687368,-0.0616
NEK3,-0.088127133,-0.0727
POTEA,-0.028534031,-0.0752
TNFRSF4,-0.032817989,-0.0751
FADS1,0.040327182,0.0954
KCNH1,0.061687368,-0.0673
KCNH2,0.095829588,-0.0752
PIAS4,-0.033083498,-0.0513
KCNH3,0.081677867,-0.0741
PIAS3,-0.032817989,-0.0321
KCNH4,0.080840401,-0.0736
KCNH5,-0.213150911,-0.0752
DGAT2,0.040327182,-0.0696
DGAT1,0.177933713,0.0381
KCNH6,0.080840401,-0.0752
KCNH7,0.01583177,-0.0752
STX8,0.079434591,0.0722
KCNH8,-0.168540674,-0.0744
FBXO16,-0.028534031,-0.0533
STX7,-0.190782275,0.1422
FBXO17,-0.015653259,0.0186
FBXO15,-0.51117151,-0.0745
FBXO10,-0.186309572,-0.0608
FBXO11,0.01583177,0.0267
PIAS2,-0.102483555,-0.0440
PIAS1,0.079912025,-0.0127
LENG1,-0.015653259,-0.0520
NPAS4,0.040327182,-0.0752
MINPP1,-0.205476753,-0.0332
DMTF1,0.095829588,0.0705
PKP2,-0.021002863,-0.0751
PKP1,0.061687368,-0.0751
PKP4,0.01583177,0.0101
PKP3,0.040327182,-0.0745
BLK,-0.028534031,-0.0733
BLM,0.079912025,-0.0510
KCNE2,0.051552591,-0.0742
KCNE3,0.040327182,-0.0752
KCNE4,0.026481609,-0.0520
ZC4H2,0.147855097,-0.0633
KCNE5,-0.146176253,-0.0749
IREB2,0.079912025,0.0193
FBXO47,0.080840401,-0.0750
FBXO48,0.01583177,-0.0712
FBXO45,-0.187202426,-0.0564
FBXO46,-0.015653259,-0.0584
FBXO43,-0.028534031,-0.0724
NPAS1,-0.015653259,-0.0713
FBXO44,-0.032817989,0.0757
NPAS2,0.01583177,0.0332
FBXO41,0.01583177,-0.0497
CCDC144A,0.079434591,-0.0710
FBXO42,-0.032817989,-0.0441
NPAS3,-0.213150911,-0.0702
FBXO40,-0.187202426,-0.0752
CCDC144B,0.079434591,-0.0030
MBIP,-0.213150911,-0.0408
BMF,0.079912025,-0.0453
NEK8,0.101735495,-0.0676
KCNF1,0.01583177,-0.0752
NEK9,-0.203973109,0.0006
SDF2L1,0.106222046,0.0394
NEK4,-0.15956998,-0.0417
RASL10A,0.106222046,-0.0741
HTR1E,-0.190782275,-0.0752
NEK5,-0.088127133,-0.0739
RASL10B,0.080840401,-0.0752
HTR1F,0.603663879,-0.0750
FBXO38,0.065498106,0.0181
TNFRSF9,-0.032817989,-0.0752
NEK6,0.078727773,0.1251
STYX,-0.213150911,-0.0579
NEK7,0.061687368,0.0515
FBXO39,0.079434591,-0.0751
FBXO36,0.026481609,-0.0741
HTR1A,0.065498106,-0.0752
HTR1B,-0.190782275,-0.0752
FBXO34,-0.213150911,-0.0493
BMX,0.147855097,-0.0727
FBXO32,-0.028534031,0.0736
FBXO33,-0.213150911,-0.0649
FBXO30,-0.190782275,-0.0668
FBXO31,-0.04317613,-0.0151
FAM90A1,-0.021002863,-0.0751
DRAP1,0.040327182,0.2720
VNN3P,-0.190782275,-0.0752
SLC49A4,-0.187202426,-0.0365
MNAT1,-0.213150911,-0.0012
SLC49A3,-0.211169833,-0.0751
KCNK5,-0.022601934,-0.0748
BCAR3,-0.032817989,-0.0162
PIWIL2,-0.028534031,-0.0749
PIWIL1,-0.046880304,-0.0752
KCNK6,-0.015653259,-0.0749
PIWIL4,0.040327182,-0.0749
KCNK7,0.040327182,-0.0733
ALAS2,0.147855097,-0.0751
ALAS1,-0.15956998,0.0018
PIWIL3,0.106222046,-0.0752
ONECUT2,-0.51117151,-0.0731
KCNK9,0.177933713,-0.0743
ONECUT3,-0.033083498,-0.0752
ONECUT1,0.079912025,-0.0698
HTR2B,0.026481609,-0.0749
HTR2C,-0.146176253,-0.0752
PPWD1,0.065498106,0.0435
HTR2A,-0.088127133,-0.0752
NENF,0.061687368,0.1989
TNFSF13B,-0.088127133,-0.0742
BOC,-0.102933294,-0.0520
SPDL1,0.065498106,0.0037
NEO1,0.079912025,-0.0315
BCAS2,-0.032817989,0.0349
BCAS1,0.338358016,-0.0750
BOK,0.026481609,-0.0231
MBL2,-0.205476753,-0.0751
SLC36A1,0.065498106,-0.0409
BCAS4,0.338358016,-0.0458
BCAS3,0.080840401,-0.0371
SLC36A3,0.065498106,-0.0751
PIANP,-0.021002863,-0.0734
SLC36A2,0.065498106,-0.0752
HTR3E,-0.187202426,-0.0752
VPS13C,0.079912025,0.0003
VPS13D,-0.032817989,0.0686
DHPS,-0.033083498,0.0878
VPS13A,0.078727773,-0.0120
HTR3C,-0.187202426,-0.0752
VPS13B,-0.028534031,-0.0487
HTR3D,-0.187202426,-0.0752
HTR3A,0.040327182,-0.0752
HTR3B,0.040327182,-0.0725
RABGGTB,-0.032817989,0.2130
RABGGTA,-0.213150911,-0.0338
NEMF,-0.213150911,0.0110
C1D,0.01583177,-0.0071
BPI,0.338358016,-0.0751
BCAT1,-0.021002863,-0.0752
BCAT2,-0.015653259,-0.0384
C1S,-0.021002863,0.1579
C1R,-0.021002863,0.0933
LRTM2,-0.021002863,-0.0751
LRTM1,-0.15956998,-0.0752
LENG9,-0.015653259,-0.0574
KCNQ5-IT1,-0.190782275,NA
LENG8,-0.015653259,0.2097
IL2RG,0.147855097,-0.0741
DRAM1,-0.041705599,0.0094
AWAT1,0.147855097,-0.0752
AWAT2,0.147855097,-0.0752
U2AF2,-0.015653259,0.2243
DRAM2,-0.032817989,0.0530
TSPOAP1,0.080840401,-0.0751
KCNJ1,-0.218098339,-0.0752
SLC36A4,0.040327182,-0.0395
KCNJ2,0.080840401,-0.0733
KCNJ3,0.01583177,-0.0752
KCNJ4,0.106222046,-0.0751
KCNJ5,-0.218098339,-0.0752
COL26A1,0.095829588,-0.0739
KCNJ6,0.051552591,-0.0752
GPKOW,0.147855097,-0.0162
KCNJ8,-0.021002863,-0.0752
KCNJ9,-0.032817989,-0.0750
HTR5A,0.095829588,-0.0752
GSTZ1,-0.203973109,-0.0269
IL2RA,-0.047681044,-0.0752
IL2RB,0.106222046,-0.0749
KCNK1,0.061687368,-0.0752
KCNK2,0.061687368,-0.0689
KCNK3,0.01583177,-0.0752
CDRT15,0.079434591,-0.0736
BCAR1,-0.04317613,0.0392
KCNK4,0.040327182,-0.0751
SLC23A3,0.026481609,-0.0655
SLC23A2,-0.258525162,0.0028
CERK,0.106222046,-0.0004
