HGNC_Symbol,log2R_CNA,Z_Score
HTR4,0.053224511,-1.0843
CRHBP,0.053224511,-1.0843
HTR6,0.018084979,-1.0573
HTR7,-0.068706484,-1.0689
LURAP1L,-0.237192973,-0.8599
BBX,0.053775095,0.5793
GSTK1,0.211999471,1.3995
WDR83OS,0.00507085,1.7400
DHDH,0.00507085,-0.7903
INSYN1,0.038896387,-1.0031
BCR,0.04913833,0.6528
ORAI3,0.020881247,0.3085
AGTR1,0.053775095,-0.8329
ORAI2,0.043084015,0.1615
ORAI1,0.269374584,0.6992
VOPP1,0.043084015,0.5638
HOATZ,0.041180602,-1.0689
AGTR2,0.017435958,-1.0843
COL13A1,-0.068706484,-1.0456
SHMT2,-0.049447789,1.7864
SHMT1,-0.088253566,0.7689
B3GLCT,-0.073259262,0.2118
RDH12,-0.063836722,-1.0573
RDH11,-0.063836722,1.1480
RDH10,0.060193055,-0.1906
RDH16,-0.049447789,-1.0263
RDH14,-0.069467488,0.4439
RDH13,0.07517592,1.1016
GTF2IRD2B,0.043084015,0.0260
GSTM4,-0.071879039,1.0320
GSTM3,-0.071879039,-0.0088
GSTM1,-0.071879039,-1.0418
NEBL,-0.068706484,0.2698
DHFR,0.053224511,1.2680
DELEC1,-0.237192973,NA
PKIB,-0.214422462,-0.5311
STRC,0.038896387,-1.0302
PKIA,0.060193055,0.1885
L1TD1,-0.071879039,-1.0843
STRN,-0.069467488,0.3704
PKIG,0.226964877,0.8888
GSTM5,-0.071879039,-1.0843
GTF2H2C,0.053224511,0.5445
KCNC1,0.036630534,-0.8986
KCNC2,0.159038361,-1.0843
KCNC3,0.00507085,-1.0727
KCNC4,-0.071879039,-0.0436
BBC3,0.00507085,0.5406
NPAP1,0.038896387,-1.0843
GLT1D1,0.279666198,-0.4498
NEFL,0.060193055,-1.0689
NEFM,0.060193055,-1.0573
NEFH,0.04913833,-1.0805
STUM,-0.065807866,-1.0379
MYBPC3,0.140304361,-1.0843
MYBPC1,-0.226782753,-1.0805
KCND1,0.017435958,-0.8096
MYBPC2,0.00507085,-1.0843
GSTO2,-0.068706484,-0.9567
KCND2,0.043084015,-1.0805
GSTO1,-0.068706484,2.4364
KCND3,-0.071879039,-1.0805
BGN,0.017435958,-1.0031
TMEFF1,-0.237192973,-0.8561
TMEFF2,0.040924727,-1.0805
PKN3,-0.264084584,0.1769
KCNA1,0.10309284,-1.0843
SYNPO2,-0.057696914,-1.0147
GSTP1,0.041180602,2.6144
KCNA2,-0.071879039,-0.3802
PTAFR,-0.071879039,-1.0573
KCNA3,-0.071879039,-1.0727
ADAM22,0.043084015,-0.3841
KCNA4,0.140304361,-0.7748
ADAM21,-0.063836722,-1.0224
ADAM20,-0.063836722,-1.0727
KCNA5,0.10309284,-1.0843
KCNA7,0.00507085,-1.0611
SDAD1,-0.057696914,0.6992
ADAM29,-0.057696914,-1.0843
ADAM28,0.060193055,-1.0224
ADAM23,0.040924727,0.1924
STX6,-0.065807866,0.2427
STX5,0.041180602,0.5870
STX4,0.020881247,0.7805
STX3,0.041180602,1.1983
STX2,0.521726224,1.1093
BID,0.04913833,0.8695
SPDEF,0.083665869,-1.0418
MBD3,0.00507085,1.2138
MBD4,0.053775095,0.6180
MBD5,0.040924727,0.0028
MBD6,0.716401419,1.5697
PKLR,-0.071879039,-1.0689
KCNB1,0.226964877,-1.0611
BIK,0.04913833,-0.1597
KCNB2,0.060193055,-1.0843
MBD1,-0.067243177,0.9662
MBD2,-0.067243177,0.8579
ADAM33,-0.251167086,-1.0302
ADAM32,0.060193055,-1.0534
ADAM30,-0.071879039,-1.0843
KIAA2013,0.018084979,0.8153
MAP2K4P1,0.017435958,NA
PKN2,-0.071879039,0.4361
MITD1,0.040924727,0.7379
PKN1,0.00507085,1.4034
KCNG1,0.226964877,-0.9915
KCNG2,-0.067243177,-1.0689
KCNG3,-0.069467488,-0.6433
KCNG4,0.020881247,-1.0843
RASL11B,-0.041916922,-1.0263
FBXO27,0.00507085,-0.6278
RASL11A,-0.073259262,-0.5659
FBXO28,-0.065807866,0.4671
FBXO25,0.060193055,0.3007
GOLIM4,0.053775095,0.8966
FBXO24,0.043084015,-1.0108
FBXO21,-0.030419382,0.4439
FBXO22,0.038896387,1.2409
FADS3,0.041180602,0.4903
FADS2,0.041180602,0.7650
POFUT2,0.037452346,0.5716
PTAR1,-0.237192973,0.2272
MYBPHL,-0.071879039,-1.0379
