HGNC_Symbol,log2R_CNA,Z_Score
HTR4,0.149090825,-0.0657
CRHBP,-0.024303055,-0.0615
HTR6,0.009316276,-0.0655
HTR7,-0.019512463,-0.0621
LURAP1L,-0.017320965,-0.0632
BBX,0.069167361,0.0102
GSTK1,0.086888997,0.2800
WDR83OS,0.00393085,0.3803
DHDH,-0.118910762,-0.0627
INSYN1,-0.02206008,-0.0657
BCR,0.167183631,-0.0543
ORAI3,-0.017533492,-0.0222
ORAI2,0.090024224,-0.0293
AGTR1,0.069167361,-0.0657
ORAI1,0.009119102,0.0536
VOPP1,0.090024224,-0.0500
AGTR2,0.206942167,-0.0657
HOATZ,-0.294777904,-0.0657
COL13A1,-0.019512463,-0.0604
SHMT2,0.02259772,0.1889
SHMT1,-0.311921261,-0.0007
B3GLCT,-0.299250908,-0.0543
RDH12,-0.011910252,-0.0631
RDH11,-0.011910252,0.0982
RDH10,0.001962114,-0.0423
RDH16,0.02259772,-0.0656
RDH14,-0.012013505,-0.0183
RDH13,-0.103938433,-0.0314
GTF2IRD2B,0.090024224,-0.0435
GSTM4,0.310904081,0.0859
GSTM3,0.310904081,0.0155
GSTM1,0.310904081,-0.0610
NEBL,-0.019512463,-0.0655
DHFR,-0.024303055,0.0455
PKIB,0.007597094,-0.0632
DELEC1,-0.017320965,-0.0614
STRC,-0.02206008,-0.0647
PKIA,0.001962114,-0.0656
STRN,-0.012013505,-0.0355
L1TD1,0.009316276,-0.0655
PKIG,0.145746382,0.0400
GSTM5,0.310904081,-0.0655
GTF2H2C,-0.024303055,0.0075
KCNC1,-0.034413147,-0.0648
KCNC2,0.02259772,-0.0653
KCNC3,-0.118910762,-0.0501
KCNC4,0.310904081,-0.0287
BBC3,-0.118910762,-0.0393
NPAP1,-0.02206008,-0.0657
GLT1D1,0.009119102,-0.0657
NEFL,0.001962114,-0.0655
NEFM,0.001962114,-0.0656
NEFH,-0.310055176,-0.0657
STUM,0.028480749,-0.0655
MYBPC3,-0.034413147,-0.0657
MYBPC1,0.02259772,-0.0656
KCND1,-0.022056769,-0.0643
