HGNC_Symbol,log2R_CNA,Z_Score
HTR4,0.105858101,-1.0370
CRHBP,0.000974735,-0.9909
HTR6,0.138490355,-0.9947
HTR7,0.000909412,-0.1236
LURAP1L,-0.225072903,-0.7491
BBX,0.092839457,0.4022
GSTK1,0.019691275,1.5995
WDR83OS,-0.018001594,1.8298
DHDH,-0.116386023,-0.7837
INSYN1,0.131672326,-0.9947
BCR,0.03771665,0.5096
ORAI3,-0.100743601,0.1911
AGTR1,0.092839457,-1.0139
ORAI2,0.019691275,0.1412
ORAI1,-0.004810158,0.7783
VOPP1,-0.087054262,0.7591
HOATZ,-0.252484995,-1.0370
AGTR2,0.01492868,-1.0370
COL13A1,0.000909412,-0.2272
SHMT2,-0.004810158,1.7607
SHMT1,-0.041031593,1.0930
B3GLCT,-0.093388235,0.2372
RDH12,-0.057935029,-0.7261
RDH11,-0.057935029,1.3808
RDH10,-0.009967404,0.0069
RDH16,-0.004810158,-0.9986
RDH14,0.029049094,0.5672
RDH13,-0.116386023,0.4789
GTF2IRD2B,0.019691275,0.2640
GSTM4,0.118257527,1.2618
GSTM3,0.118257527,0.4137
GSTM1,0.118257527,-0.9947
NEBL,0.000909412,-1.0254
DHFR,0.000974735,1.4000
PKIB,-0.072286333,-0.8144
DELEC1,-0.089389051,NA
STRC,-0.254766803,-0.6954
PKIA,-0.009967404,-1.0370
STRN,0.029049094,0.2986
L1TD1,0.138490355,-1.0370
PKIG,0.135598962,0.6017
GSTM5,0.118257527,-1.0063
GTF2H2C,0.000974735,0.6593
KCNC1,-0.075951975,-0.9564
KCNC2,-0.004810158,-1.0370
KCNC3,-0.116386023,-1.0370
KCNC4,0.118257527,-0.1006
BBC3,-0.116386023,-0.0929
NPAP1,0.035215693,-1.0370
GLT1D1,-0.004810158,-1.0370
NEFL,-0.009967404,-0.1543
NEFM,-0.009967404,-0.5112
NEFH,0.03771665,-0.9832
STUM,0.058633117,-1.0101
MYBPC3,-0.075951975,-1.0254
MYBPC1,-0.004810158,-1.0370
KCND1,0.01492868,-0.6071
MYBPC2,-0.116386023,-1.0331
GSTO2,0.000909412,-0.4498
KCND2,0.019691275,-1.0370
KCND3,0.118257527,-1.0101
GSTO1,0.000909412,2.5359
BGN,0.01492868,-0.9372
TMEFF1,-0.089389051,-0.9103
TMEFF2,0.029049094,-1.0254
PKN3,-0.089389051,0.3523
KCNA1,-0.004810158,-1.0370
SYNPO2,-0.096897341,-0.9410
GSTP1,0.415344631,3.3265
KCNA2,0.118257527,-1.0139
PTAFR,0.138490355,-0.9909
ADAM22,0.019691275,-0.7683
KCNA3,0.118257527,-1.0370
ADAM21,-0.057935029,-0.9065
KCNA4,-0.075951975,-1.0370
KCNA5,-0.004810158,-1.0331
ADAM20,-0.057935029,-1.0254
SDAD1,-0.096897341,0.8051
KCNA7,-0.116386023,-1.0331
ADAM29,-0.096897341,-1.0370
ADAM28,-0.009967404,-1.0370
ADAM23,0.029049094,0.9241
STX6,0.058633117,0.5288
STX5,0.13586748,0.8665
STX4,-0.100743601,0.8090
STX3,0.13586748,1.6264
BID,0.03771665,0.7514
STX2,-0.004810158,0.5979
SPDEF,0.138942502,-0.9909
MBD3,-0.018001594,1.1390
MBD4,0.092839457,0.7054
MBD5,0.029049094,-0.1543
MBD6,-0.004810158,0.6478
PKLR,0.058633117,-0.8144
KCNB1,0.135598962,-1.0101
BIK,0.03771665,-0.0699
KCNB2,-0.009967404,-1.0370
MBD1,-0.078978531,0.9318
MBD2,-0.078978531,0.8819
ADAM33,0.135598962,-1.0370
ADAM32,-0.009967404,-1.0101
ADAM30,0.118257527,-1.0370
KIAA2013,0.138490355,1.2887
MAP2K4P1,0.01492868,NA
MITD1,0.029049094,0.8051
PKN2,0.138490355,0.6324
PKN1,-0.018001594,1.1313
KCNG1,0.135598962,-0.0814
KCNG2,-0.078978531,-0.9679
KCNG3,0.029049094,-0.8604
KCNG4,-0.100743601,-0.8873
RASL11B,-0.096897341,-0.8758
FBXO27,-0.116386023,-1.0254
RASL11A,-0.093388235,-0.8527
FBXO28,0.058633117,0.6209
GOLIM4,0.092839457,0.8243
FBXO25,-0.009967404,0.3638
FBXO24,0.019691275,-0.9142
FBXO21,-0.004810158,0.2755
FBXO22,0.131672326,1.0431
FADS3,0.13586748,0.8205
FADS2,0.13586748,0.7437
POFUT2,0.010473135,0.5557
PTAR1,-0.225072903,0.3523
FNTA,-0.009967404,1.0277
MYBPHL,0.118257527,-0.9449
POFUT1,0.135598962,1.1083
FADS6,0.131745176,-1.0370
FNTB,-0.057935029,1.2273
TNFRSF8,0.138490355,-1.0331
NEK1,-0.096897341,-0.1543
NEK2,0.058633117,1.0316
NEK3,-0.093388235,0.3638
TNFRSF4,0.138490355,-1.0101
POTEA,-0.009967404,NA
FADS1,0.13586748,1.3501
KCNH1,0.058633117,0.1911
PIAS4,-0.018001594,0.4214
KCNH2,0.019691275,-1.0254
PIAS3,0.118257527,0.4751
KCNH3,-0.004810158,-0.8950
KCNH4,0.029003939,-0.9103
KCNH5,-0.057935029,-1.0331
DGAT2,-0.252484995,-0.6916
KCNH6,0.029003939,-1.0370
DGAT1,-0.009967404,0.7169
KCNH7,0.029049094,-1.0370
KCNH8,-0.050179292,-0.9756
STX8,-0.041031593,0.6209
FBXO16,-0.009967404,-0.0161
FBXO17,-0.116386023,0.1834
STX7,-0.072286333,1.2849
FBXO15,-0.078978531,-0.8105
FBXO10,-0.225072903,-0.4191
FBXO11,0.029049094,0.7553
PIAS2,-0.078978531,0.0568
PIAS1,0.131672326,0.4904
LENG1,-0.116386023,0.0837
NPAS4,0.415344631,-1.0370
MINPP1,0.000909412,0.6670
DMTF1,0.019691275,0.9088
PKP2,-0.004810158,-1.0063
PKP1,0.058633117,-1.0216
PKP4,0.029049094,0.7437
PKP3,-0.075951975,-0.9679
BLK,-0.009967404,-0.8988
BLM,0.131672326,0.4559
KCNE2,0.010473135,-1.0063
KCNE3,0.415344631,-1.0216
KCNE4,0.029049094,-0.3500
KCNE5,0.01492868,-0.9410
ZC4H2,0.01492868,-0.2195
IREB2,0.131672326,0.6708
FBXO47,0.029003939,-1.0370
FBXO48,0.029049094,-0.7683
FBXO45,0.092839457,0.2525
FBXO46,-0.116386023,-0.0545
FBXO43,-0.009967404,-0.1850
FBXO44,0.138490355,0.9011
NPAS1,-0.116386023,-0.4383
NPAS2,0.029049094,1.0776
CCDC144A,-0.041031593,-0.5572
FBXO41,0.029049094,0.1566
NPAS3,-0.057935029,-0.9449
