HGNC_Symbol,log2R_CNA,Z_Score
EPHB6,0.00288405,0
RB1,0.159024,20.43
SMARCB1,1.17393,72.69
MYT1L,0.994644,0.14
EHMT2,1.49063,19.75
JMJD1C,0.285283,23.68
KEAP1,1.95877,44
ADARB1,1.57254,73.79
IKZF1,0.0373293,0.05
PPP2R1A,-1.36779,32.58
MYC,1.9348,40.21
CHEK2,1.17393,10.08
AKT2,0.968773,46.81
AKT3,0.173234,14.45
MYB,1.49897,0.57
KDR,1.15141,0.08
FBXO4,0.974566,11.42
AKT1,1.17157,61.57
SOX9,2.14604,0.24
HMCN1,0.139245,22.6
PIP4K2C,0.770806,22.52
SKP2,1.14345,4.8
B2M,0.598822,8366.33
TP63,1.08508,1.31
EPHA5,0.688552,0.32
DAXX,1.45651,35.32
CIRBP,0.634995,213.87
HNF1A,0.678296,0.09
DICER1,1.22731,19.46
HLA-A,1.49063,3060.47
RUNX1,1.57254,53.83
TMEM82,1.45281,0
JMJD6,1.84265,37.96
BCR,1.17393,7.22
AR,1.59098,0
SCGB1C1,0.153841,0
KCNQ2,0.954371,0
DDIT4,0.285283,125.94
BTK,1.59098,0.99
TP53,0.10498,0.04
EPHA3,1.17198,3.66
LLGL2,3.28835,4.04
EPHA10,1.45281,0.44
PDGFB,1.96316,10.77
PRDM14,1.9348,0.02
PDGFA,-0.10035,15.96
PIK3R1,1.08069,14.32
GATA3,0.646973,0.02
GATA2,0.721857,0.03
GATA1,1.59098,0
NKAIN4,0.954371,0.04
BRIP1,2.14604,10.54
GRIN2A,0.915411,0.16
H3C2,1.49063,1.32
APOBEC3C,1.96316,31.96
WWTR1,1.165,54.14
APOBEC3D,1.96316,7.28
FER1L5,1.53985,0.01
CREBBP,0.915411,23.24
APOBEC3F,1.96316,11.41
YES1,1.36,29.49
APOBEC3G,1.96316,22.12
XRCC2,-0.0143873,4.13
XRCC3,1.17157,10.21
PLK1,0.994476,26.18
BRAF,0.00288405,6.97
A1CF,0.351418,0
SMARCA4,0.133598,26.54
H1-2,1.49063,61.59
CYLD,1.02606,15.48
STAG2,1.58,38.89
AGO3,1.45281,6.92
AGO4,1.45281,12.27
AGO1,1.45281,8.08
ID2,0.994644,2.76
FUBP1,1.62553,93.65
AGO2,1.80764,16.92
ID1,0.946508,2.17
ID3,1.45281,14.39
ATM,-1.8037,12.13
FAT4,0.758357,0.75
CDK12,1.47164,22.37
APOBEC3A,1.96316,0.14
EZH1,2.00111,38.11
BAP1,0.345477,32.61
TP73,1.20879,0.03
EZH2,-0.0143873,10.15
ATR,1.09225,10.8
RET,0.691834,0.24
COL18A1,1.57254,43.73
SETD2,0.297975,11.63
CDKN1B,1.4577,14.9
SETD7,0.758357,14.56
CTCF,0.945718,11.64
BRCA1,2.00111,20.92
BRCA2,0.152645,5.11
GLI1,0.770806,0.49
PHF6,1.58,17.87
GLI3,0.0373293,3.26
GLI2,1.53985,2.47
MED12,1.59098,12.88
HEY1,1.9348,9.1
HEY2,1.49897,1.31
CIC,0.968773,22.19
JAK2,1.06042,5.53
HRAS,0.153841,27.17
JAK3,0.133598,0.04
TEAD1,0.213512,30.42
H3-3A,0.173234,163.31
TEAD2,0.968773,0.03
JAK1,1.63241,40.9
CCR2,0.438494,0
PRMT6,1.63292,15.35
TEAD4,1.4577,20.02
APOBEC1,1.4577,0
