HGNC_Symbol,log2R_CNA,Z_Score
RB1,0.121659,16.01
EPHB6,0.964441,0.28
SMARCB1,1.34951,50.57
MYT1L,0.975486,0.2
EHMT2,0.966358,9.66
JMJD1C,0.0535419,13.62
KEAP1,0.0623787,19.35
ADARB1,0.043204,8.61
IKZF1,0.75065,0.11
PPP2R1A,0.756388,95.26
CHEK2,1.34951,12.92
MYC,2.71333,42.35
AKT2,0.753579,57.34
MYB,1.50752,0.31
AKT3,1.46858,0.3
KDR,1.36451,0.15
FBXO4,1.96976,17.49
AKT1,0.814888,55.49
PIP4K2C,0.549029,15.58
SOX9,2.22973,34.56
HMCN1,0.589657,11.34
SKP2,1.96976,19.58
B2M,0.991575,5725.76
TP63,2.44243,166.5
EPHA5,1.36451,0
DAXX,0.966358,21.02
CIRBP,-0.443677,96.32
HNF1A,0.935405,0.11
HLA-A,0.966358,1248.22
DICER1,0.926488,16.3
RUNX1,0.203172,19.11
TMEM82,1.33336,0
JMJD6,1.71295,23.35
BCR,1.34951,19.76
AR,1.55699,0
SCGB1C1,1.23441,0
DDIT4,0.254043,173.65
KCNQ2,0.688249,0
BTK,1.55699,0.04
TP53,0.964469,22.77
EPHA3,0.0353562,0.03
LLGL2,1.98164,14.84
EPHA10,1.24631,0.36
PDGFB,1.22176,25.78
PDGFA,1.4509,26.16
PRDM14,1.81843,0
GATA3,0.159116,4.93
PIK3R1,0.405548,7.12
GATA2,0.480508,0.04
GATA1,1.55699,0.03
BRIP1,2.13952,4.25
NKAIN4,0.688249,0
GRIN2A,0.19795,0.22
H3C2,-1.92646,0
APOBEC3C,1.22176,26.1
WWTR1,2.42547,25.14
APOBEC3D,1.22176,2.81
CREBBP,0.0106313,10.75
FER1L5,1.08623,0.05
APOBEC3F,1.22176,3.94
YES1,1.23994,27.72
APOBEC3G,1.22176,15
XRCC2,0.921521,2.4
XRCC3,0.814888,8.24
PLK1,0.19795,16.6
BRAF,0.964441,6.49
A1CF,0.222571,0
H1-2,-1.92646,7.06
SMARCA4,0.0623787,17.65
CYLD,0.827649,13.5
STAG2,1.55699,42.23
AGO3,1.24631,2.36
AGO4,1.24631,11.25
ID2,0.957337,30.95
FUBP1,1.27421,61.64
AGO1,1.24631,5.58
AGO2,2.59032,14.3
ID1,2.37286,183.74
