HGNC_Symbol,log2R_CNA,Z_Score
EPHB6,2.08274,0.44
RB1,1.07817,25.37
SMARCB1,2.41199,87.79
MYT1L,0.962519,0.35
EHMT2,1.42378,14.64
KEAP1,1.39855,36.64
JMJD1C,0.267569,25.25
ADARB1,-0.290976,4.06
IKZF1,2.02552,0
PPP2R1A,1.49898,151.74
AKT2,1.43297,65.74
MYC,1.63892,70.3
CHEK2,2.41199,11.81
MYB,1.02632,0.11
AKT3,1.71242,18.09
KDR,1.07171,17.74
FBXO4,1.06887,5.95
AKT1,-0.728358,42.49
HMCN1,1.73416,39.73
SOX9,1.65744,0.26
PIP4K2C,1.55492,26.05
SKP2,1.06887,2.08
B2M,0.117069,2773.73
TP63,0.190377,0.22
EPHA5,1.07902,0.19
DAXX,1.42378,34.62
CIRBP,0.667893,237.74
DICER1,0.188703,6.01
HNF1A,1.58741,0.03
HLA-A,1.5994,2051.72
RUNX1,0.232619,20.99
TMEM82,0.888769,0
JMJD6,1.27298,70.31
BCR,2.41199,31.86
AR,1.74994,0.01
SCGB1C1,-0.443866,0
KCNQ2,0.209412,0.32
DDIT4,0.0694373,64.27
BTK,1.74994,0
TP53,1.40119,14.73
EPHA3,0.117537,9.45
LLGL2,1.27298,2.64
EPHA10,0.993153,0.23
PDGFB,2.27758,0.15
PDGFA,1.39639,1.33
PRDM14,1.63678,0
GATA3,0.126177,0.02
PIK3R1,1.03679,3.68
GATA2,0.0799392,0.5
GATA1,1.74994,0
GRIN2A,1.64057,1.12
BRIP1,1.65744,1.57
NKAIN4,0.209412,0.39
H3C2,1.5994,0
APOBEC3C,2.27758,29.49
WWTR1,0.0799392,17.98
APOBEC3D,2.27758,1.1
FER1L5,1.17604,0
CREBBP,1.31578,10.95
APOBEC3F,2.27758,8.46
YES1,1.07338,14.45
APOBEC3G,2.27758,17.63
XRCC2,1.87448,4.65
XRCC3,-0.0716618,4.66
PLK1,1.56583,16.11
BRAF,2.08274,9.19
A1CF,0.267569,0.01
H1-2,1.5994,30.04
SMARCA4,1.39855,76.74
CYLD,1.60647,13.31
STAG2,1.74994,17.1
AGO3,0.993153,3.27
AGO4,0.993153,2.92
AGO1,0.993153,5.03
ID2,1.07758,27.48
FUBP1,0.256676,29.86
AGO2,1.41902,8.33
ID1,0.0506028,19.28
ID3,0.888769,7.72
ATM,0.224167,15.32
CDK12,1.5064,16.9
FAT4,1.1252,0.05
EZH1,1.5064,25.24
BAP1,0.117537,22.4
APOBEC3A,2.27758,0.1
TP73,-0.472651,0.07
EZH2,1.87448,6.67
ATR,0.0799392,5.52
RET,0.267569,0.01
COL18A1,-0.290976,62.58
SETD2,0.117537,4.59
CDKN1B,1.6166,13.65
SETD7,1.1252,13.71
BRCA1,1.5064,8.08
CTCF,1.47994,11.13
GLI1,1.55492,0.08
BRCA2,1.07428,2.36
PHF6,1.74994,8.27
GLI3,2.12786,5.26
GLI2,1.06273,0.91
MED12,1.74994,10.22
HEY1,1.63678,3.26
HEY2,1.07818,0.97
CIC,1.43297,32.42
JAK2,1.13948,2.79
TEAD1,0.272941,19.81
JAK3,1.13067,1.33
HRAS,-0.443866,25.14
H3-3A,1.60799,191.21
TEAD2,1.28024,13.7
JAK1,1.23473,24.87
CCR2,0.117537,0
PRMT6,0.256676,2.61
TEAD4,1.48852,6.3
APOBEC1,1.48852,0.14
PRMT5,0.260395,28.14
PBRM1,0.117537,6.32
APOBEC2,0.866544,0
PRMT2,-0.290976,48.26
PRMT1,1.28024,122.77
APOBEC4,1.65939,0
HSBP1,1.52813,377.32
GPR32,1.49898,0
NCOA3,1.54064,7.29
MST1,0.117537,12
PRMT3,0.272941,16.06
TET2,1.07548,2.59
PAX5,1.14151,0.1
ASH1L,1.48499,10
RAD51B,0.188703,4.07
MED23,1.07818,7.98
ITPKB,1.60799,17.07
RAD51D,1.57377,5.47
NCOR1,1.69483,39.83
RAD51C,1.65744,14.89
KIT,1.07171,0.06
DDR2,1.7136,3.61
AMER1,1.74994,0.48
YAP1,0.224167,20.9
SLC66A1,0.888769,14.86
DOT1L,0.667893,30.13
CXCR4,1.17708,42.07
EGFR,2.04981,0.95
RAD54B,1.62911,3.86
NSD3,1.64111,21.4
NRAS,0.256676,7.57
HSF2,1.07818,6.02
NSD1,0.860706,4.87
NSD2,0.703588,19.12
HSF1,1.08244,68.83
SPOP,1.53882,23.17
HSF4,1.47994,36.15
PMS2,1.88587,9.45
RAD54L,0.0749768,3.94
CSMD3,1.68849,0.35
PAK3,1.74994,0.06
BID,2.46487,32.14
SF3B1,1.08546,74.39
PMS1,1.08546,4.7
NPM1,0.992995,602.99
MAP3K1,1.09643,1.16
CDKN2C,0.240372,6.8
CDKN2A,-3.91078,0.37
H2BC4,1.5994,8.78
SAAL1,0.272941,10.34
WNT7A,0.0492263,0
MLH1,0.117537,11.58
TARBP2,1.55492,27.47
DSPP,1.07548,0
KLHL6,0.0799392,0.16
WT1,0.22182,0.73
TTC5,0.260395,5.27
NEK10,0.117537,0.39
CTNNB1,0.117537,124.23
CRLF2,1.74994,0.41
FOXA1,0.192382,0.34
PRDM9,1.1411,0
KDM1A,0.888769,25.45
KDM1B,1.68462,12.67
ATN1,1.48852,34.39
MPL,0.993153,0
PRDM2,1.06462,10.05
PRDM1,1.07818,9.01
IGF1R,0.161473,18.43
STK11,0.667893,22.5
CCND1,-0.174024,46.71
CDH1,1.47994,0.61
HCFC1R1,1.31578,66.34
EP300,2.27758,28.89
ARID2,1.73402,5.86
ROS1,1.07818,0.13
MEN1,-0.0993885,14.67
PDGFRB,0.0553795,0.95
LMO1,0.272941,0.11
RNF43,1.65744,0.08
PDGFRA,1.07171,0.12
MAP2K4,1.69483,9.9
MAP2K1,0.161473,47.79
KDM2A,-0.0993885,21.54
MAP2K2,1.2085,104.74
KDM2B,1.30159,10.69
FBXW7,1.59928,7.83
HGF,2.19325,56.29
TSC1,0.78417,11.69
TLE6,1.2085,0.22
MSH6,1.11198,17.62
GPRIN2,0.267569,0
MYCL,0.993153,0.2
MYCN,1.07758,2.11
SMO,2.01536,0.13
MSH2,1.11198,7.33
CCNE1,1.66859,13.53
TBL1XR1,0.0799392,12.39
SRSF2,1.27298,110.56
PGR,0.224167,0
RAD54L2,0.117537,5.35
ROR2,1.07254,0.04
RAF1,0.0492263,20.76
PPEF1,1.74994,0.13
CARD11,1.88587,0.02
INO80C,1.17884,26.89
NOTCH2,0.256676,41.05
CSF1R,0.0553795,0.04
KMT2D,1.55492,21
NOTCH3,1.39855,10.55
DNMT1,1.39855,45.69
NOTCH1,0.413596,9.13
CBFB,1.47994,45.93
KMT2C,1.87448,14.36
NOTCH4,1.42378,3.53
ZFP36L1,0.188703,27.99
STK3,1.62911,11.3
UBC,1.30159,794.72
ABL1,0.78417,18.57
SMYD3,1.71242,15.54
SLC38A3,0.117537,0.07
SMAD2,1.0074,32.12
SMAD4,1.13584,26.05
MUC16,1.39855,0.07
MUC17,1.82914,0.01
IDH1,1.11963,18.9
PTCH1,1.07254,1.6
IDH2,0.161473,5.39
INHBA,2.12786,898.5
PALB2,1.56583,4.64
ESR1,1.02203,0.27
LRP1B,1.17708,0.05
AICDA,1.48852,0
PTPRD,1.13948,0.26
AFDN,0.25626,26.95
CDK6,2.09001,2.64
LRFN4,-0.0993885,14.13
FES,0.161473,0.14
CDK4,1.55492,96.08
GNAQ,1.15511,5.59
NF1,1.57377,11.81
GNAS,1.5337,433.32
MDM2,1.74702,35.76
BCL2,1.13584,1.73
MDM4,1.50386,9.35
NF2,2.41199,30.46
FGFR4,0.860706,8.85
FGFR3,0.703588,1.58
MYD88,0.117537,22.92
FGFR2,0.231248,0.14
FGFR1,1.64111,7.16
NFE2L2,1.11884,47.27
KDM5A,1.48852,14.76
ALK,1.03641,0.17
KDM5B,1.50386,36.89
PIWIL1,1.45158,0
KDM5C,1.74994,52.16
ZMYND19,0.413596,20.18
FLT3,1.07428,0
RASGRF2,1.04155,2.27
PTEN,0.162394,8.79
TNFAIP3,0.975173,6.82
ADAR,1.48499,70.94
CDC73,1.73416,14.57
RPGR,1.74994,13.36
AFF2,1.74994,0.01
POLB,1.63678,22.37
FAM166A,0.413596,0
CASP8,1.12869,3
DNMT3B,0.0506028,0.22
POLI,1.13584,4.11
KDM6A,1.74994,5.82
KDM6B,1.40119,70.08
HSP90AA1,-0.0716618,345.61
TBP,0.944479,9.88
DNMT3A,1.03641,7.51
ATRX,1.74994,12.98
AXIN1,0.845352,17.51
HAUS5,1.43297,13.25
ARID1A,0.912886,11.08
ARID1B,1.02203,9.05
TGFBR2,0.117537,11
ETV6,1.6166,1.88
LATS1,1.02203,5.35
TRAF7,0.845352,32.43
DALRD3,0.117537,10.73
LATS2,1.14192,6.77
PIK3CA,0.0799392,6.05
RASA3,0.733063,24.66
SETBP1,1.0074,1.03
SOS1,1.10668,6.13
MET,2.12385,42.73
KDM3A,1.17604,34.62
PRKAA1,1.06887,17.64
LTK,0.117069,0.5
PRKAA2,0.240372,1.13
KDM3B,1.02564,18.07
SRC,1.33969,19.91
ATP10B,1.06234,3.38
U2AF1,-0.290976,18.94
ACVR1B,1.55492,7.06
CBL,0.184745,5.51
AURKC,1.49898,0.52
AURKB,1.40119,21.19
TTN,1.11884,0.14
AURKA,1.5337,15.42
MAPK9,0.860706,12.91
MAPK8,0.267569,9.75
ERBB3,1.55492,55.38
ERBB4,1.11963,0
GNA11,1.2085,24.36
ERBB2,1.5064,20.79
DROSHA,1.06887,14.01
PTK2B,1.64111,2.91
HES1,-0.0037254,6.61
VHL,0.0492263,9.53
MUC4,-0.0037254,0.03
NTRK1,1.48499,15.01
NTRK2,1.15511,1.76
KDM4A,0.993153,2.38
TCF7L2,0.231248,12.22
KDM4B,1.2085,16.57
KDM4C,1.13948,10.43
PRRX1,1.65939,8.24
KDM4D,0.224167,0.12
NTRK3,0.161473,0.03
PTPN11,1.48346,36.44
LYSMD3,1.04155,3.93
KLF4,1.07254,33.89
MUC5B,-0.443866,0.24
USH2A,1.74301,0.02
TBX3,1.58741,119.24
MTOR,-0.0844947,8.8
TSHR,0.188703,0.15
RAD52,1.48852,11.17
ASXL1,0.0506028,16.84
RAD50,1.02564,10.12
RAD51,0.117069,3.57
APC,1.09289,12.71
CARM1,1.39855,43.19
KRAS,1.71901,14.2
BCOR,1.74994,7.62
