HGNC_Symbol,log2R_CNA,Z_Score
EPHB6,1.5441,0.24
RB1,1.22649,6.92
SMARCB1,0.637986,53.45
MYT1L,0.812152,0.11
EHMT2,1.12822,63.08
JMJD1C,0.0432356,12
KEAP1,0.467071,60.46
ADARB1,-0.085446,5.81
IKZF1,1.51361,0.02
PPP2R1A,0.934128,213
CHEK2,0.541519,17.87
AKT2,0.934128,32.92
MYC,2.24751,76.37
AKT3,1.50981,21.65
MYB,0.0280664,0.26
KDR,0.745929,0
FBXO4,0.0233247,12.25
AKT1,0.101034,40.76
SOX9,0.732522,8
HMCN1,1.56495,43.8
PIP4K2C,0.715819,13.8
SKP2,0.0233247,6.6
B2M,0.041351,292.4
TP63,0.00747338,0
EPHA5,0.745929,0.04
DAXX,1.12822,47.27
CIRBP,0.305486,432.93
HLA-A,1.12822,70.86
HNF1A,0.652931,0.08
DICER1,0.00945806,3.87
TMEM82,0.574929,0
RUNX1,0.0323649,0.28
JMJD6,0.451504,45.37
BCR,0.637986,7.67
AR,0.303122,0
SCGB1C1,-0.0989603,0
KCNQ2,0.997254,0.08
DDIT4,0.0432356,145.94
BTK,0.292457,0.58
TP53,0.617448,19.48
EPHA3,0.263149,2.79
LLGL2,0.451504,0.65
EPHA10,0.719278,0.21
PDGFB,0.541519,0.18
PDGFA,1.27431,35.87
PRDM14,2.10334,0
GATA3,0.079363,0.06
PIK3R1,0.0135567,2.04
GATA2,0.00822048,0.1
GATA1,0.303122,0
BRIP1,0.730331,4.17
GRIN2A,0.642427,0
NKAIN4,0.997254,4.9
H3C2,1.12822,0
APOBEC3C,0.541519,17.19
APOBEC3D,0.541519,1.19
WWTR1,0.00585154,7.13
FER1L5,0.758803,0.01
CREBBP,0.476422,8.11
APOBEC3F,0.541519,3.2
YES1,1.15436,23.18
APOBEC3G,0.541519,5.21
XRCC2,1.46569,2.86
XRCC3,0.101034,6.48
PLK1,0.642427,25.22
BRAF,1.5441,9.98
A1CF,0.0432356,0
H1-2,1.12822,66.39
SMARCA4,0.467071,105.39
CYLD,0.728176,3.72
STAG2,0.292457,11.52
AGO3,0.719278,2.5
AGO4,0.719278,4.97
ID2,0.754233,3.41
FUBP1,0.739117,66.29
AGO1,0.719278,4.62
ID1,1.05744,0.44
AGO2,2.24751,8.94
ID3,0.574929,0.1
ATM,0.0324758,11.1
FAT4,0.73852,0.11
CDK12,0.632133,9.34
EZH1,0.632133,17.66
BAP1,0.00653022,32.43
APOBEC3A,0.541519,0.04
TP73,0.574929,0.06
EZH2,1.5441,26.17
ATR,-0.0745106,11.91
RET,0.0398812,0.01
COL18A1,-0.085446,20.84
SETD2,-0.0466871,8.35
CDKN1B,0.715008,20.32
SETD7,0.73852,3.29
BRCA1,0.632133,9.7
CTCF,0.690698,20.51
GLI1,0.715819,5.43
BRCA2,1.20765,2.3
PHF6,0.292457,5.44
GLI3,1.51361,1.06
GLI2,0.754896,0.11
MED12,0.303122,11.4
HEY1,2.10334,33.98
HEY2,0.0280664,0.3
JAK2,0.0467778,1.72
CIC,0.934128,32.27
JAK3,0.467071,0.51
HRAS,-0.0989603,46.89
TEAD1,0.0617826,8.63
H3-3A,1.44356,637.04
TEAD2,0.934128,44.77
JAK1,0.719278,24.92
CCR2,-0.0466871,0
TEAD4,0.646828,20.21
APOBEC1,0.646828,0
PRMT6,0.739117,8.88
PRMT5,0.0477142,41.82
PBRM1,0.00653022,9.22
APOBEC2,1.12822,0.09
PRMT2,-0.085446,44.54
APOBEC4,1.47102,0
PRMT1,0.934128,160.17
HSBP1,0.535051,136.25
GPR32,0.934128,0
NCOA3,1.08806,5.33
MST1,-0.0466871,43.11
PRMT3,0.0617826,9.2
TET2,0.73852,2.8
PAX5,0.0889618,0
ASH1L,1.47102,5.24
MED23,0.0280664,5.63
ITPKB,1.44356,30
RAD51B,0.00986485,6.55
RAD51D,0.632133,3.97
RAD51C,0.730331,42.24
NCOR1,0.632133,38.33
KIT,0.745929,5.63
DDR2,1.47102,16.29
AMER1,0.303122,0.4
YAP1,0.0324758,17.13
SLC66A1,0.574929,25.88
DOT1L,0.305486,7.5
CXCR4,0.754896,27.94
EGFR,1.51361,0.02
RAD54B,2.10334,15.88
NSD3,0.0896245,12.96
NRAS,0.739117,13.61
HSF2,0.0280664,8.75
NSD1,-1.29663,3.1
NSD2,0.540572,10.9
HSF1,1.93236,125.36
HSF4,0.690698,127.26
SPOP,0.632133,13.22
PMS2,1.46198,12.23
RAD54L,0.719278,11.23
CSMD3,2.24751,0.16
PAK3,0.292457,0.08
BID,0.637986,17.6
SF3B1,0.74004,265.22
PMS1,0.74004,11
NPM1,0.0208089,972.83
CDKN2C,0.719278,14.48
MAP3K1,0.0611786,6.41
CDKN2A,0.0889618,8.55
H2BC4,1.12822,4.19
SAAL1,0.0617826,13.89
WNT7A,0.00361013,0
MLH1,0.0435731,16.95
TARBP2,0.646903,63.21
DSPP,0.73852,0.03
KLHL6,0.0688341,0.3
TTC5,0.0477142,3.52
WT1,0.0617826,0
NEK10,0.0796168,0.5
CTNNB1,0.0291383,101.7
CRLF2,1.96278,0
FOXA1,0.05367,0.1
PRDM9,0.088004,0
KDM1A,0.574929,58.13
KDM1B,1.23661,8.91
ATN1,0.646828,43.93
MPL,0.719278,0
PRDM2,0.574929,6.5
PRDM1,0.0280664,0.05
IGF1R,0.0360777,6.05
STK11,0.305486,32.2
CCND1,-0.0779978,35.28
CDH1,0.690698,20.4
