HGNC_Symbol,log2R_CNA,Z_Score
RB1,0.101265,16
EPHB6,1.11566,0
SMARCB1,1.57726,37.33
MYT1L,0.0174436,0.49
EHMT2,0.900032,19.88
KEAP1,0.958737,23.45
JMJD1C,1.55464,34.35
IKZF1,1.50556,0
ADARB1,1.15221,37.35
PPP2R1A,0.788498,72.37
MYC,1.45947,9.94
AKT2,1.06038,37.76
CHEK2,2.12928,44.56
AKT3,1.19788,14.47
MYB,0.938229,0.39
KDR,0.424285,0.06
FBXO4,1.52464,18.19
AKT1,1.35006,91.74
PIP4K2C,1.02266,13.46
HMCN1,1.21543,12.28
SOX9,2.19351,13.49
SKP2,1.52464,8.3
B2M,1.32244,1085.69
TP63,1.79682,2.8
EPHA5,0.424285,0.03
DAXX,0.838424,76.38
CIRBP,0.958737,213.62
HLA-A,0.900032,291
HNF1A,0.832654,0.04
DICER1,1.64517,14.11
JMJD6,2.0422,40.93
RUNX1,1.33227,36.81
TMEM82,0.930127,0
BCR,1.57726,28.66
AR,1.53121,0
SCGB1C1,0.0779298,0
DDIT4,1.55464,73.91
KCNQ2,1.83093,0.14
BTK,1.60879,0.16
TP53,2.36851,8.82
EPHA3,1.27584,0.2
LLGL2,2.0422,0.41
EPHA10,0.930127,0.15
PDGFB,2.78207,0.03
PRDM14,1.4895,0
PDGFA,1.54934,14.45
PIK3R1,1.52464,8.23
GATA3,1.47723,0.01
GATA2,1.58933,13.61
GATA1,1.54477,0
BRIP1,2.19351,9.03
NKAIN4,1.83093,0
GRIN2A,1.45277,0
H3C2,0.900032,0.49
APOBEC3C,2.78207,83.05
APOBEC3D,2.78207,18.25
WWTR1,1.63955,83.14
CREBBP,1.45277,18.41
FER1L5,1.56416,0
APOBEC3F,2.78207,11.74
YES1,1.48036,37.34
APOBEC3G,2.78207,47.25
XRCC2,1.04066,9.7
PLK1,1.45277,43.52
XRCC3,1.64517,22.27
BRAF,1.07174,5.65
A1CF,1.55464,0.04
H1-2,0.900032,38.87
SMARCA4,0.958737,39.52
CYLD,1.47441,16.6
STAG2,2.91345,50.73
AGO3,0.930127,10.73
AGO4,0.930127,4.38
ID2,0.0174436,0.28
AGO1,0.930127,7.62
FUBP1,1.01029,54.63
AGO2,1.27798,14.04
ID1,1.44316,9.8
ID3,0.930127,24.6
ATM,-1.99938,9.47
CDK12,0.793902,18.57
FAT4,0.882909,0.22
BAP1,1.25816,14.78
APOBEC3A,2.78207,0.62
EZH1,0.793902,9.51
TP73,0.820593,0.01
ATR,1.63955,7.39
EZH2,0.995348,18.71
RET,1.54115,0.07
COL18A1,1.15221,38.24
SETD2,1.25519,9.21
CDKN1B,0.899879,8.38
SETD7,0.787277,12.39
CTCF,0.112865,10.78
BRCA1,0.793902,8.18
BRCA2,0.101265,4.24
GLI1,1.02266,0.39
PHF6,1.91903,14.89
GLI3,1.50556,6.43
GLI2,1.54329,2.23
MED12,1.53121,11.15
HEY1,1.4895,8.33
HEY2,0.938229,0.37
JAK2,0.14353,2.81
CIC,1.06038,25.88
HRAS,0.0779298,20.75
TEAD1,0.997932,44.13
JAK3,0.958737,0.4
H3-3A,1.193,188.91
TEAD2,0.788498,13.54
CCR2,1.25519,0
JAK1,1.10759,22.1
TEAD4,0.899879,23.34
APOBEC1,0.899879,0
PRMT6,1.01029,15.38
PRMT5,1.2475,80.91
PBRM1,1.25816,11.37
APOBEC2,0.838424,0
PRMT2,1.15221,50.05
PRMT1,0.788498,173.79
HSBP1,1.47648,208.89
APOBEC4,1.21543,0
NCOA3,1.83093,9.13
GPR32,0.788498,0
MST1,1.1695,16.6
PRMT3,0.997932,29.94
TET2,0.316411,1.75
ASH1L,1.1289,8.14
PAX5,0.221603,0
MED23,0.938229,10.46
RAD51B,1.73557,10.69
ITPKB,1.193,12.97
RAD51D,0.793902,6.33
NCOR1,0.0666435,22.83
RAD51C,2.19351,54.99
KIT,0.424285,0.04
DDR2,1.21543,3.95
YAP1,-1.99938,8.91
AMER1,1.59282,1.72
SLC66A1,0.930127,6.13
DOT1L,0.958737,12.1
CXCR4,1.58375,13.09
EGFR,1.50556,8.36
RAD54B,1.4895,9.2
NSD3,1.47947,34.2
NRAS,1.03414,32.77
NSD1,1.43063,18.51
HSF2,0.938229,6.29
HSF1,1.29659,40.48
NSD2,0.83179,30.56
HSF4,1.57262,16.59
SPOP,2.17235,40.13
PMS2,1.54934,11.21
RAD54L,0.930127,11.83
CSMD3,1.54984,0.01
PAK3,2.42346,0.38
BID,1.71923,33.95
SF3B1,1.6121,150.63
PMS1,1.71555,11.77
NPM1,1.43063,2070.91
CDKN2C,0.930127,8.82
MAP3K1,1.52464,2.56
CDKN2A,0.14353,168.68
H2BC4,0.900032,16.13
SAAL1,0.997932,40.37
WNT7A,1.12853,0
MLH1,1.25519,23.9
TARBP2,1.02266,22.74
DSPP,0.362365,0.01
WT1,0.997932,0.03
KLHL6,1.79682,0.06
TTC5,1.2475,12.3
NEK10,1.25519,2.83
CTNNB1,1.25519,67.86
CRLF2,1.45662,0
FOXA1,1.73254,0
PRDM9,1.60284,0
KDM1A,0.930127,61.46
KDM1B,0.843734,24.07
ATN1,0.899879,24.08
