HGNC_Symbol,log2R_CNA,Z_Score
RB1,1.27008,9.01
EPHB6,1.59934,0.1
SMARCB1,2.12249,157.4
MYT1L,1.01276,0.19
EHMT2,1.76791,55.78
KEAP1,0.817035,55.25
JMJD1C,0.430137,8.4
ADARB1,0.765653,8.01
IKZF1,1.05825,0.01
PPP2R1A,0.912676,177.9
CHEK2,2.20293,46.86
AKT2,0.912676,39.49
MYC,1.18457,50.91
AKT3,1.62473,16.46
MYB,0.969288,0.57
FBXO4,-0.0796975,4.47
KDR,1.03591,14.48
AKT1,0.785829,103.97
SOX9,1.00055,0.41
PIP4K2C,1.11492,14.9
HMCN1,1.75395,41.32
SKP2,-0.0596964,6.41
B2M,0.953097,1843.78
TP63,0.94505,0.02
EPHA5,1.08324,0.58
DAXX,1.57821,83.94
CIRBP,0.417075,238.06
HNF1A,0.911637,0.06
DICER1,1.07279,6.32
HLA-A,1.76791,437.11
TMEM82,0.936037,0
JMJD6,1.00055,38.6
RUNX1,0.982118,0.97
BCR,2.12249,0.42
AR,1.48621,0.02
SCGB1C1,-0.121288,0
DDIT4,0.425908,83.56
KCNQ2,1.18111,0
BTK,1.47434,21.86
TP53,1.03249,17.6
EPHA3,1.07359,8.29
LLGL2,1.00055,0.77
EPHA10,0.936037,0.4
PDGFB,2.01276,0.8
PRDM14,1.145,0
PDGFA,1.36564,0.55
GATA3,0.332944,0
PIK3R1,-0.102152,3.63
GATA2,1.00384,0
GATA1,1.48621,0
GRIN2A,1.41186,0
BRIP1,1.00055,5.8
NKAIN4,1.18111,39.07
H3C2,1.76791,0.93
APOBEC3C,2.01276,21.17
APOBEC3D,2.01276,2.71
WWTR1,1.00384,33.18
CREBBP,1.1635,10.46
FER1L5,1.12565,0.01
YES1,1.02072,10.64
APOBEC3F,2.01276,2.41
APOBEC3G,2.01276,3.17
XRCC2,1.55694,3.12
PLK1,1.41186,61.02
XRCC3,0.785829,12.6
BRAF,1.59934,4.13
A1CF,0.480688,0
H1-2,1.76791,356.02
SMARCA4,0.817035,83.87
CYLD,1.46204,9.83
STAG2,1.47434,17.65
AGO3,0.936037,9.01
AGO4,0.936037,4.36
ID2,1.01276,3.37
AGO1,0.936037,3.94
FUBP1,1.0954,60.4
AGO2,0.885265,6.14
ID1,1.55746,0.75
ID3,0.936037,0.19
ATM,0.0533072,18.41
CDK12,0.992557,10.12
FAT4,1.10727,0
APOBEC3A,2.01276,0.09
BAP1,0.964153,47.04
EZH1,0.992557,10.77
ATR,1.00384,7.21
EZH2,1.59934,36.98
TP73,0.832314,0.03
RET,0.542692,0.01
COL18A1,0.765653,13.88
SETD2,0.964153,8.65
CDKN1B,1.04224,7.34
SETD7,0.633444,4.61
CTCF,1.25686,23.55
BRCA1,0.992557,5.36
BRCA2,1.27984,3.46
GLI1,1.11492,0.25
PHF6,1.47434,6.02
GLI3,1.58493,9.41
GLI2,1.12565,0
MED12,1.48621,18.18
HEY1,1.18635,30.91
HEY2,0.969288,17.09
CIC,0.912676,34.49
JAK2,-0.035113,5.56
JAK3,0.817035,0.98
HRAS,-0.121288,57.04
TEAD1,0.110263,6.86
TEAD2,0.912676,39.42
H3-3A,1.62473,541.54
CCR2,0.964153,0
JAK1,1.13095,15.4
TEAD4,1.04224,6.59
APOBEC1,1.04224,0.05
PRMT6,1.10068,8.57
PRMT5,1.09767,62.47
PBRM1,0.964153,12.89
APOBEC2,1.69292,0.11
PRMT2,0.765653,80.78
HSBP1,1.32714,111.12
APOBEC4,1.63283,0
PRMT1,0.912676,216.91
GPR32,0.912676,0
NCOA3,1.55746,3.84
PRMT3,0.110263,8.34
MST1,0.964153,25.24
TET2,1.03204,1.12
PAX5,0.134604,0
ASH1L,1.52168,3.38
ITPKB,1.62473,10.7
MED23,0.969288,11.48
RAD51B,1.06381,30.79
RAD51D,0.992557,4.6
RAD51C,1.00055,32.99
NCOR1,1.03249,27.81
KIT,1.03591,14.87
DDR2,1.7682,5.68
AMER1,1.48621,0.91
YAP1,0.0533072,14.3
SLC66A1,0.936037,18.47
DOT1L,0.417075,11.16
CXCR4,1.13938,60.08
EGFR,1.57886,0.1
RAD54B,1.18457,5.13
NSD3,1.15432,14.18
NRAS,1.67743,27.74
NSD1,-0.0579672,7.31
HSF2,0.969288,11.14
NSD2,0.839106,16.97
HSF1,0.885265,58.38
HSF4,1.25686,29.83
SPOP,1.05351,17.3
RAD54L,0.859429,23.12
PMS2,1.36564,6.76
CSMD3,1.18457,0
PAK3,1.47434,3.44
BID,2.28469,50.21
SF3B1,1.06953,198.18
PMS1,1.06953,8.65
NPM1,-0.0579672,923.35
CDKN2C,1.05234,20.38
MAP3K1,-0.120134,11.94
CDKN2A,0.134604,51.27
H2BC4,1.76791,54.59
SAAL1,0.110263,18.69
WNT7A,0.950259,0
MLH1,0.964153,22.77
TARBP2,0.992774,47.45
DSPP,0.944157,0
KLHL6,0.999152,3.74
TTC5,1.09767,6.5
WT1,0.0393501,0.02
NEK10,0.978119,0.28
CTNNB1,0.964153,263.27
CRLF2,2.5876,0.02
FOXA1,1.07004,0.09
PRDM9,0.204946,0.07
KDM1A,0.936037,64.79
KDM1B,1.74321,10.83
ATN1,1.04224,70.34
MPL,0.859429,0
PRDM2,0.880031,6.48
PRDM1,0.969288,0.25
IGF1R,0.99171,9.87
STK11,0.417075,28.45
CCND1,0.080989,24.79
CDH1,1.25686,35.33
HCFC1R1,1.1635,54.87
EP300,2.01276,11.5
ARID2,0.992774,6.07
ROS1,0.969288,0.01
MEN1,0.080989,15.08
LMO1,0.110263,0.89
PDGFRB,0.00421233,0.55
RNF43,1.00055,4.31
MAP2K4,1.03249,9
PDGFRA,1.03591,0.03
MAP2K1,0.977476,23.64
KDM2A,0.080989,17.63
MAP2K2,0.817035,82.85
KDM2B,0.911637,16.38
